,filepath,type,id,hog_features,glcm_features
432,../NEU-DET/train/images\inclusion\inclusion_56.jpg,inclusion,56,[0.24271028 0.12485162 0.08354523 ... 0.23088865 0.12893149 0.21583763],"[1.01170101e+01 1.55170577e+01 8.25216080e+00 1.39585111e+01
 2.10021717e+01 1.55170577e+01 1.56453788e+01 1.39585111e+01
 3.51144133e+01 3.17545415e+01 2.02013776e+01 3.10105388e+01
 5.52259896e+01 4.81049793e+01 2.56762760e+01 4.75791795e+01
 2.41097990e+00 3.04191813e+00 2.16266332e+00 2.86000354e+00
 3.54777778e+00 3.04191813e+00 3.05234848e+00 2.86000354e+00
 4.53375000e+00 4.33641681e+00 3.48117347e+00 4.29745678e+00
 5.71635417e+00 5.30919864e+00 3.93138021e+00 5.30072271e+00
 3.52236529e-01 2.91411126e-01 3.79091117e-01 3.08083699e-01
 2.57379833e-01 2.91411126e-01 2.89205019e-01 3.08083699e-01
 2.16400035e-01 2.21057368e-01 2.60592864e-01 2.22057149e-01
 1.76445440e-01 1.88808514e-01 2.35036782e-01 1.89181233e-01
 6.95054216e-02 6.17965336e-02 7.26332608e-02 6.38405675e-02
 5.82064517e-02 6.17965336e-02 6.13303990e-02 6.38405675e-02
 5.30715686e-02 5.36353900e-02 5.77217511e-02 5.36887631e-02
 4.91110795e-02 5.04475954e-02 5.49669417e-02 5.03364769e-02
 9.53509580e-01 9.28702159e-01 9.62242146e-01 9.35868252e-01
 9.03145747e-01 9.28702159e-01 9.28447579e-01 9.35868252e-01
 8.36960914e-01 8.53185596e-01 9.07665051e-01 8.56717797e-01
 7.40793595e-01 7.75484233e-01 8.82722180e-01 7.78561205e-01]"
669,../NEU-DET/train/images\patches\patches_53.jpg,patches,53,[0.26156123 0.26156123 0.26156123 ... 0.18038189 0.11524172 0.0967725 ],"[2.63538844e+02 3.52143052e+02 2.26402462e+02 3.38713467e+02
 4.75446389e+02 3.52143052e+02 4.21608232e+02 3.38713467e+02
 8.56346888e+02 7.90538689e+02 6.94172143e+02 8.86816022e+02
 1.77032276e+03 1.42544511e+03 1.13631190e+03 1.75032315e+03
 1.07394975e+01 1.22752708e+01 9.84929648e+00 1.20776243e+01
 1.43222980e+01 1.22752708e+01 1.33025253e+01 1.20776243e+01
 1.91662755e+01 1.83522894e+01 1.71077551e+01 1.95689917e+01
 2.75747917e+01 2.48090126e+01 2.20522135e+01 2.78010416e+01
 2.57011216e-01 2.54492029e-01 2.60933125e-01 2.54980141e-01
 2.40681485e-01 2.54492029e-01 2.48217927e-01 2.54980141e-01
 2.25488956e-01 2.25171368e-01 2.29266777e-01 2.21845089e-01
 2.02465505e-01 2.06407598e-01 2.13436216e-01 2.02096943e-01
 1.65562183e-01 1.66681114e-01 1.64243493e-01 1.66612856e-01
 1.62500028e-01 1.66681114e-01 1.63887433e-01 1.66612856e-01
 1.56001050e-01 1.55357457e-01 1.55831316e-01 1.54287155e-01
 1.45004449e-01 1.46875858e-01 1.49493534e-01 1.45079949e-01
 9.70104686e-01 9.60096394e-01 9.74289095e-01 9.61618185e-01
 9.46179017e-01 9.60096394e-01 9.52168781e-01 9.61618185e-01
 9.03419890e-01 9.10901609e-01 9.21284787e-01 9.00049228e-01
 8.01566763e-01 8.40086033e-01 8.71032724e-01 8.03631695e-01]"
129,../NEU-DET/train/images\crazing\crazing_215.jpg,crazing,215,[0.22593163 0.02889642 0.17914    ... 0.20417316 0.22994339 0.18785849],"[3.62742312e+02 4.92154542e+02 2.89507764e+02 4.30561299e+02
 6.35458333e+02 4.92154542e+02 5.47806288e+02 4.30561299e+02
 8.91560434e+02 9.46486047e+02 8.52491862e+02 8.71198485e+02
 1.04747682e+03 1.06351977e+03 9.93242057e+02 1.02605436e+03
 1.50763317e+01 1.75602131e+01 1.34455528e+01 1.63848388e+01
 1.98970202e+01 1.75602131e+01 1.85148232e+01 1.63848388e+01
 2.35989031e+01 2.43349481e+01 2.30574235e+01 2.32794455e+01
 2.55615104e+01 2.58318631e+01 2.47188802e+01 2.53355298e+01
 6.65417774e-02 5.67326661e-02 7.37794073e-02 6.26155222e-02
 5.00866495e-02 5.67326661e-02 5.49366755e-02 6.26155222e-02
 4.44916269e-02 4.02781042e-02 4.36902112e-02 4.40448873e-02
 4.01749980e-02 3.86201122e-02 4.19864383e-02 4.07753477e-02
 1.55762076e-02 1.47351418e-02 1.63963543e-02 1.51059485e-02
 1.40937938e-02 1.47351418e-02 1.44666007e-02 1.51059485e-02
 1.34552845e-02 1.33725164e-02 1.35017681e-02 1.35282439e-02
 1.32345994e-02 1.32288903e-02 1.33744306e-02 1.32651832e-02
 7.26559684e-01 6.28258229e-01 7.81607262e-01 6.74789195e-01
 5.20715431e-01 6.28258229e-01 5.86254198e-01 6.74789195e-01
 3.28129047e-01 2.83131830e-01 3.55645701e-01 3.40207354e-01
 2.13855430e-01 1.97859900e-01 2.50133057e-01 2.26406385e-01]"
1076,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_203.jpg,rolled-in,203,[0.23749236 0.07871986 0.15164256 ... 0.23244608 0.21278346 0.04626833],"[6.94691206e+01 1.08539406e+02 1.00002211e+02 1.07640110e+02
 9.60984343e+01 1.08539406e+02 1.45325404e+02 1.07640110e+02
 1.44840408e+02 1.85141127e+02 1.95204005e+02 1.83639980e+02
 2.14499844e+02 2.36204246e+02 2.45316354e+02 2.34715618e+02
 6.58796482e+00 8.20895937e+00 7.87738693e+00 8.16701598e+00
 7.72777778e+00 8.20895937e+00 9.41247475e+00 8.16701598e+00
 9.41377551e+00 1.05455436e+01 1.08408929e+01 1.05651266e+01
 1.13634375e+01 1.18115900e+01 1.20616146e+01 1.18907695e+01
 1.42869212e-01 1.19551641e-01 1.22055476e-01 1.19897934e-01
 1.26254093e-01 1.19551641e-01 1.07491993e-01 1.19897934e-01
 1.06952144e-01 9.63611188e-02 9.31238080e-02 9.60528779e-02
 8.97175219e-02 8.85051836e-02 8.70696765e-02 8.62664847e-02
 3.47420756e-02 3.17481509e-02 3.23877923e-02 3.19049830e-02
 3.25986041e-02 3.17481509e-02 3.01842633e-02 3.19049830e-02
 3.01677498e-02 2.90771506e-02 2.89052114e-02 2.89263229e-02
 2.82414281e-02 2.81076782e-02 2.80430362e-02 2.78775243e-02
 8.26061716e-01 7.28273892e-01 7.49108048e-01 7.30524026e-01
 7.59881434e-01 7.28273892e-01 6.35534776e-01 7.30524026e-01
 6.39785938e-01 5.39080073e-01 5.11085705e-01 5.42751426e-01
 4.70930844e-01 4.15752267e-01 3.83316797e-01 4.18939369e-01]"
1145,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_5.jpg,rolled-in,5,[0.17179843 0.1703272  0.16011463 ... 0.09256723 0.15089705 0.17416189],"[8.23525879e+01 1.35965354e+02 1.27263819e+02 1.38856241e+02
 1.19012576e+02 1.35965354e+02 1.88331263e+02 1.38856241e+02
 1.87056888e+02 2.31606998e+02 2.40397704e+02 2.39055425e+02
 2.65680391e+02 2.77884286e+02 2.91758854e+02 2.87428180e+02
 7.14886935e+00 9.13764804e+00 8.84844221e+00 9.25294816e+00
 8.57292929e+00 9.13764804e+00 1.06961111e+01 9.25294816e+00
 1.06588776e+01 1.18023654e+01 1.19424490e+01 1.19531037e+01
 1.27051823e+01 1.29714369e+01 1.31844792e+01 1.31634871e+01
 1.34257213e-01 1.08010135e-01 1.11460087e-01 1.06040498e-01
 1.14297907e-01 1.08010135e-01 9.09837933e-02 1.06040498e-01
 9.47076042e-02 8.59629187e-02 8.50633879e-02 8.53763732e-02
 7.93527700e-02 7.80703433e-02 7.82910108e-02 7.76345388e-02
 2.56897783e-02 2.30648452e-02 2.33321594e-02 2.28747120e-02
 2.37410270e-02 2.30648452e-02 2.14973978e-02 2.28747120e-02
 2.17115067e-02 2.07778871e-02 2.06267235e-02 2.07125891e-02
 2.04182029e-02 2.00805069e-02 1.97438172e-02 1.99883674e-02
 8.81529415e-01 8.04593909e-01 8.17959691e-01 8.00440493e-01
 8.28015950e-01 8.04593909e-01 7.30779233e-01 8.00440493e-01
 7.26799369e-01 6.64498762e-01 6.57301797e-01 6.53746793e-01
 6.04116161e-01 5.92975358e-01 5.87236412e-01 5.79003916e-01]"
504,../NEU-DET/train/images\patches\patches_120.jpg,patches,120,[0.22934381 0.08622721 0.20408746 ... 0.20560121 0.19736466 0.0556754 ],"[2.74446683e+02 3.54528143e+02 2.01728467e+02 3.19884776e+02
 4.87080556e+02 3.54528143e+02 3.76144470e+02 3.19884776e+02
 8.43947704e+02 7.53266330e+02 6.16020230e+02 8.10011466e+02
 1.72658404e+03 1.41506395e+03 1.04437518e+03 1.63041524e+03
 1.23684925e+01 1.40187622e+01 1.06030905e+01 1.33874145e+01
 1.64511111e+01 1.40187622e+01 1.44722980e+01 1.33874145e+01
 2.15397959e+01 2.03884408e+01 1.84699235e+01 2.11930995e+01
 3.05958073e+01 2.75973270e+01 2.37822656e+01 2.96493251e+01
 9.53308173e-02 8.55337830e-02 1.08351125e-01 8.83333907e-02
 7.34043719e-02 8.55337830e-02 8.25571303e-02 8.83333907e-02
 5.96108172e-02 6.18112385e-02 6.74987492e-02 5.99141955e-02
 4.47442502e-02 4.94387625e-02 5.61583629e-02 4.57545508e-02
 1.67284141e-02 1.59150910e-02 1.77413713e-02 1.60834404e-02
 1.48855444e-02 1.59150910e-02 1.56469606e-02 1.60834404e-02
 1.35137522e-02 1.38798635e-02 1.43915314e-02 1.35877560e-02
 1.20569401e-02 1.24776512e-02 1.32180764e-02 1.22310592e-02
 9.63258496e-01 9.52549339e-01 9.72972450e-01 9.57186312e-01
 9.34853754e-01 9.52549339e-01 9.49622510e-01 9.57186312e-01
 8.87253215e-01 8.99424075e-01 9.17547139e-01 8.91852181e-01
 7.70058890e-01 8.11395555e-01 8.60147230e-01 7.82760899e-01]"
1114,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_238.jpg,rolled-in,238,[0.21046291 0.16200243 0.19956143 ... 0.10078287 0.07219927 0.18506673],"[4.24482915e+01 8.29538143e+01 7.27547487e+01 7.84644075e+01
 6.88062374e+01 8.29538143e+01 1.12451566e+02 7.84644075e+01
 1.15071556e+02 1.40609704e+02 1.47180179e+02 1.40146203e+02
 1.60310365e+02 1.68356627e+02 1.79161927e+02 1.70853863e+02
 5.11728643e+00 7.12971895e+00 6.66766332e+00 6.93974900e+00
 6.51351010e+00 7.12971895e+00 8.26010101e+00 6.93974900e+00
 8.38114796e+00 9.22244840e+00 9.39966837e+00 9.23605349e+00
 9.90875000e+00 1.01109045e+01 1.04014583e+01 1.02375385e+01
 1.83207636e-01 1.36005768e-01 1.46822924e-01 1.41343059e-01
 1.47082320e-01 1.36005768e-01 1.20818078e-01 1.41343059e-01
 1.18287546e-01 1.10292011e-01 1.09639559e-01 1.10554886e-01
 1.02086234e-01 1.01527287e-01 9.91084822e-02 9.87623718e-02
 4.19280301e-02 3.63975280e-02 3.74442086e-02 3.68099295e-02
 3.78274273e-02 3.63975280e-02 3.45936324e-02 3.68099295e-02
 3.43920838e-02 3.33943555e-02 3.30426821e-02 3.32577396e-02
 3.25155003e-02 3.25493557e-02 3.20830057e-02 3.23492727e-02
 8.57408689e-01 7.21314713e-01 7.56422660e-01 7.36400307e-01
 7.68082002e-01 7.21314713e-01 6.23590983e-01 7.36400307e-01
 6.10013157e-01 5.24360881e-01 5.07384732e-01 5.25993762e-01
 4.50499456e-01 4.26207925e-01 4.01405402e-01 4.17807169e-01]"
1615,../NEU-DET/validation/images\patches\patches_296.jpg,patches,296,[0.25210533 0.11661169 0.15842153 ... 0.04406445 0.05275742 0.16242328],"[3.20954422e+02 3.89586500e+02 2.29150327e+02 3.77492892e+02
 5.29756313e+02 3.89586500e+02 3.97094874e+02 3.77492892e+02
 7.85187296e+02 7.10427195e+02 5.96151122e+02 7.86679610e+02
 1.41005060e+03 1.09485676e+03 8.58949583e+02 1.34532567e+03
 1.35610553e+01 1.49227292e+01 1.14494724e+01 1.47463448e+01
 1.74258586e+01 1.49227292e+01 1.51301263e+01 1.47463448e+01
 2.11021939e+01 2.01977119e+01 1.85797449e+01 2.12217012e+01
 2.78498698e+01 2.46663567e+01 2.21179167e+01 2.72914497e+01
 9.04269313e-02 8.47654909e-02 1.04164427e-01 8.44015565e-02
 7.35058461e-02 8.47654909e-02 8.34451001e-02 8.44015565e-02
 6.20413285e-02 6.40874787e-02 6.92517328e-02 6.09914650e-02
 4.88985557e-02 5.33420245e-02 6.10313089e-02 5.03955726e-02
 1.64501979e-02 1.58739098e-02 1.79333016e-02 1.61415568e-02
 1.43132039e-02 1.58739098e-02 1.57152391e-02 1.61415568e-02
 1.26873840e-02 1.31063738e-02 1.39935154e-02 1.29125651e-02
 1.06194934e-02 1.16425395e-02 1.29840235e-02 1.09316868e-02
 9.53632590e-01 9.43675284e-01 9.67006821e-01 9.45421079e-01
 9.23143623e-01 9.43675284e-01 9.42786273e-01 9.45421079e-01
 8.84993310e-01 8.96292707e-01 9.14008316e-01 8.85118212e-01
 7.89165488e-01 8.37555188e-01 8.75867336e-01 8.00093237e-01]"
791,../NEU-DET/train/images\pitted_surface\pitted_surface_163.jpg,pitted,163,[0.47058645 0.         0.14555345 ... 0.08144963 0.20642595 0.12616016],"[1.15690251e+02 1.79320522e+02 8.52927387e+01 1.61397566e+02
 2.94355808e+02 1.79320522e+02 2.27636894e+02 1.61397566e+02
 4.69784515e+02 4.59256358e+02 3.89592806e+02 4.34579273e+02
 4.70675339e+02 4.81868690e+02 4.21442552e+02 4.61363747e+02
 7.61356784e+00 9.44466049e+00 6.52464824e+00 9.01752481e+00
 1.21596970e+01 9.44466049e+00 1.06806818e+01 9.01752481e+00
 1.52750765e+01 1.49943054e+01 1.38953571e+01 1.46091628e+01
 1.52387240e+01 1.54059411e+01 1.43720833e+01 1.51200978e+01
 2.36229054e-01 2.13757780e-01 2.55425494e-01 2.16970999e-01
 1.90347853e-01 2.13757780e-01 2.01259869e-01 2.16970999e-01
 1.72466063e-01 1.74462324e-01 1.81921025e-01 1.76531529e-01
 1.69449518e-01 1.71064294e-01 1.78928267e-01 1.70076307e-01
 1.23531198e-01 1.15537456e-01 1.29442993e-01 1.16838304e-01
 1.07471877e-01 1.15537456e-01 1.11378711e-01 1.16838304e-01
 9.99263219e-02 1.00770299e-01 1.03831803e-01 1.01216781e-01
 9.70668900e-02 9.75666738e-02 1.03457455e-01 9.80246164e-02
 8.96203667e-01 8.39247157e-01 9.23499361e-01 8.55317321e-01
 7.36029136e-01 8.39247157e-01 7.96001216e-01 8.55317321e-01
 5.78002814e-01 5.88982721e-01 6.51455856e-01 6.11036210e-01
 5.74802191e-01 5.68258063e-01 6.23826362e-01 5.86565020e-01]"
1773,../NEU-DET/validation/images\scratches\scratches_274.jpg,scratches,274,[0.22872086 0.24522824 0.16114571 ... 0.         0.05575927 0.00394583],"[1.37701508e+01 1.29027929e+02 1.23957915e+02 1.35841317e+02
 3.43015404e+01 1.29027929e+02 3.62495202e+02 1.35841317e+02
 7.10858163e+01 5.52925842e+02 6.55309617e+02 5.64146177e+02
 1.20480260e+02 7.56510097e+02 8.55986146e+02 7.69471437e+02
 2.49653266e+00 6.59586879e+00 6.28057789e+00 6.77346532e+00
 3.81199495e+00 6.59586879e+00 1.06547475e+01 6.77346532e+00
 5.21637755e+00 1.33608441e+01 1.45775765e+01 1.35070989e+01
 6.72182292e+00 1.66153683e+01 1.77375000e+01 1.67841694e+01
 3.67466529e-01 2.35243662e-01 2.64592397e-01 2.31728363e-01
 2.72474872e-01 2.35243662e-01 1.86101826e-01 2.31728363e-01
 2.18271141e-01 1.52229140e-01 1.44867109e-01 1.52456299e-01
 1.82109476e-01 1.16608796e-01 1.13436155e-01 1.19902285e-01
 6.22385240e-02 4.94949783e-02 5.29245130e-02 4.90403977e-02
 5.18625855e-02 4.94949783e-02 4.26662134e-02 4.90403977e-02
 4.61090923e-02 3.81882703e-02 3.66238673e-02 3.80950533e-02
 4.19126892e-02 3.33317196e-02 3.28632678e-02 3.34139096e-02
 9.89413897e-01 9.01249299e-01 9.05162299e-01 8.96034512e-01
 9.73615567e-01 9.01249299e-01 7.23879659e-01 8.96034512e-01
 9.45219752e-01 5.79702774e-01 5.02780833e-01 5.71187504e-01
 9.06855517e-01 4.07133066e-01 3.09432316e-01 3.95844202e-01]"
1270,../NEU-DET/train/images\scratches\scratches_162.jpg,scratches,162,[0.24383767 0.13510535 0.10573708 ... 0.02307535 0.32589988 0.32787962],"[1.54905276e+02 1.63498144e+02 1.44160804e+01 1.62329916e+02
 4.19263182e+02 1.63498144e+02 3.78795707e+01 1.62329916e+02
 7.64569617e+02 6.37109485e+02 8.23174490e+01 6.35372877e+02
 1.10576010e+03 1.00322508e+03 1.66616432e+02 9.84277421e+02
 6.44864322e+00 6.79548496e+00 2.40231156e+00 6.80854019e+00
 1.06448485e+01 6.79548496e+00 3.77674242e+00 6.80854019e+00
 1.47260969e+01 1.33994177e+01 5.29545918e+00 1.32894947e+01
 1.89084896e+01 1.77546232e+01 7.47398438e+00 1.74724997e+01
 2.86027818e-01 2.55071751e-01 3.87586067e-01 2.49777572e-01
 2.06268481e-01 2.55071751e-01 2.86564751e-01 2.49777572e-01
 1.63856425e-01 1.71788557e-01 2.36838537e-01 1.74492309e-01
 1.34840475e-01 1.36145335e-01 1.92579070e-01 1.41728572e-01
 5.49700368e-02 5.13852707e-02 6.34096887e-02 5.01108614e-02
 4.50680397e-02 5.13852707e-02 5.24289345e-02 5.01108614e-02
 3.96587322e-02 4.07275329e-02 4.76240188e-02 4.09673418e-02
 3.64047271e-02 3.65508421e-02 4.29430400e-02 3.67740605e-02
 9.11989717e-01 9.07201524e-01 9.91793983e-01 9.07867040e-01
 7.62517325e-01 9.07201524e-01 9.78461660e-01 9.07867040e-01
 5.68047481e-01 6.40856352e-01 9.53333159e-01 6.41998523e-01
 3.84594763e-01 4.41576758e-01 9.06031676e-01 4.52884759e-01]"
1198,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_98.jpg,rolled-in,98,[0.21669213 0.12357146 0.15520636 ... 0.13380146 0.17599273 0.13520032],"[7.45013568e+01 1.21337340e+02 1.12532412e+02 1.21402641e+02
 1.06119975e+02 1.21337340e+02 1.67175631e+02 1.21402641e+02
 1.67310357e+02 2.08123657e+02 2.11016939e+02 2.12077353e+02
 2.52067943e+02 2.62963386e+02 2.71893073e+02 2.71862897e+02
 6.80231156e+00 8.58483372e+00 8.26226131e+00 8.58503573e+00
 8.08118687e+00 8.58483372e+00 9.94164141e+00 8.58503573e+00
 1.00621429e+01 1.10990492e+01 1.11157653e+01 1.11971450e+01
 1.23223698e+01 1.25225316e+01 1.25104167e+01 1.27358912e+01
 1.41877252e-01 1.17933781e-01 1.20815820e-01 1.17469984e-01
 1.22699582e-01 1.17933781e-01 1.04145510e-01 1.17469984e-01
 1.02779623e-01 9.37277112e-02 9.49883395e-02 9.50997411e-02
 8.40428436e-02 8.31622579e-02 8.51848030e-02 8.15312769e-02
 2.91827979e-02 2.64385936e-02 2.69120461e-02 2.65299292e-02
 2.70850492e-02 2.64385936e-02 2.51290732e-02 2.65299292e-02
 2.47851949e-02 2.40237415e-02 2.41056176e-02 2.39824506e-02
 2.26926043e-02 2.26749106e-02 2.31234897e-02 2.26393032e-02
 9.13554020e-01 8.58975498e-01 8.69025056e-01 8.58909961e-01
 8.77004958e-01 8.58975498e-01 8.05098991e-01 8.58909961e-01
 8.06688824e-01 7.57975465e-01 7.53178824e-01 7.53459935e-01
 7.10257582e-01 6.94518700e-01 6.81761335e-01 6.84331915e-01]"
1784,../NEU-DET/validation/images\scratches\scratches_285.jpg,scratches,285,[0.20136667 0.15804194 0.18497908 ... 0.08030038 0.15510642 0.        ],"[2.05550251e+00 1.15702886e+01 1.09484422e+01 1.25190020e+01
 4.72292929e+00 1.15702886e+01 3.61379798e+01 1.25190020e+01
 8.93938776e+00 6.84180989e+01 1.02771862e+02 7.24669535e+01
 1.57704427e+01 1.56645260e+02 1.87691484e+02 1.61288208e+02
 7.80678392e-01 1.54665286e+00 1.39864322e+00 1.59352037e+00
 1.23500000e+00 1.54665286e+00 2.36808081e+00 1.59352037e+00
 1.58750000e+00 3.15127934e+00 3.70548469e+00 3.22651962e+00
 2.02783854e+00 4.83247423e+00 5.28523438e+00 4.85399617e+00
 7.03143555e-01 5.85007317e-01 6.30811819e-01 5.79229003e-01
 5.81011906e-01 5.85007317e-01 5.17743885e-01 5.79229003e-01
 5.23482158e-01 4.60052554e-01 4.51683814e-01 4.59865108e-01
 4.70677448e-01 3.87550125e-01 3.89603153e-01 3.95459604e-01
 1.93924100e-01 1.68370122e-01 1.79394676e-01 1.67667663e-01
 1.66477386e-01 1.68370122e-01 1.54286922e-01 1.67667663e-01
 1.56220124e-01 1.43040984e-01 1.40485322e-01 1.43397537e-01
 1.47577308e-01 1.30289051e-01 1.30123880e-01 1.31557113e-01
 9.92639717e-01 9.58673351e-01 9.60898508e-01 9.55284619e-01
 9.83084861e-01 9.58673351e-01 8.71276157e-01 9.55284619e-01
 9.67962871e-01 7.56769719e-01 6.35920669e-01 7.42372105e-01
 9.43610125e-01 4.47852837e-01 3.42459517e-01 4.31444735e-01]"
489,../NEU-DET/train/images\patches\patches_107.jpg,patches,107,[0.19822165 0.11571763 0.23194259 ... 0.12432464 0.08061019 0.09406014],"[2.93107915e+02 3.64050479e+02 2.21002889e+02 3.34218050e+02
 4.57151061e+02 3.64050479e+02 3.71257172e+02 3.34218050e+02
 6.21916480e+02 5.82398645e+02 5.17724515e+02 6.22553274e+02
 9.07762995e+02 7.80606680e+02 6.58026380e+02 8.79899538e+02
 1.33713819e+01 1.49073761e+01 1.15946985e+01 1.42603217e+01
 1.66792929e+01 1.49073761e+01 1.50753030e+01 1.42603217e+01
 1.94885204e+01 1.89439821e+01 1.78921173e+01 1.95269139e+01
 2.32622656e+01 2.18338027e+01 2.00769531e+01 2.27287438e+01
 7.67085061e-02 6.92318146e-02 8.85439038e-02 7.30048153e-02
 6.34294090e-02 6.92318146e-02 6.85835516e-02 7.30048153e-02
 5.48562802e-02 5.57542799e-02 5.65061874e-02 5.45149229e-02
 4.60020486e-02 4.73193222e-02 5.28503865e-02 4.82759367e-02
 1.36557269e-02 1.30840359e-02 1.45368642e-02 1.33306410e-02
 1.24646859e-02 1.30840359e-02 1.29921850e-02 1.33306410e-02
 1.18031499e-02 1.19321561e-02 1.21610784e-02 1.18062377e-02
 1.11403255e-02 1.14017727e-02 1.17075757e-02 1.13305140e-02
 9.10046636e-01 8.88071758e-01 9.32164604e-01 8.97247986e-01
 8.59544974e-01 8.88071758e-01 8.85854414e-01 8.97247986e-01
 8.08766778e-01 8.19928093e-01 8.40209060e-01 8.07537525e-01
 7.21228169e-01 7.57995996e-01 7.95907357e-01 7.27003840e-01]"
1425,../NEU-DET/train/images\scratches\scratches_86.jpg,scratches,86,[0.22527181 0.15458289 0.22527181 ... 0.15762834 0.20735281 0.03373652],"[1.97420854e+01 2.39648746e+01 8.30992462e+00 2.34799626e+01
 3.67080303e+01 2.39648746e+01 1.48069697e+01 2.34799626e+01
 6.64339541e+01 5.65715942e+01 1.83403827e+01 5.63039759e+01
 8.82521354e+01 8.48852694e+01 2.22383073e+01 8.77303380e+01
 2.58937186e+00 3.01611070e+00 1.92389447e+00 3.00012626e+00
 3.57717172e+00 3.01611070e+00 2.63308081e+00 3.00012626e+00
 4.75721939e+00 4.45486872e+00 2.91482143e+00 4.49527172e+00
 5.69885417e+00 5.48745882e+00 3.21007813e+00 5.69218302e+00
 4.20702885e-01 3.66763102e-01 4.53412192e-01 3.65414983e-01
 3.38195690e-01 3.66763102e-01 3.65321361e-01 3.65414983e-01
 2.92996979e-01 3.03186367e-01 3.43948670e-01 2.96463821e-01
 2.42728874e-01 2.59883521e-01 3.24162119e-01 2.45640890e-01
 6.94679704e-02 6.26913011e-02 7.31154203e-02 6.26657351e-02
 5.88566024e-02 6.26913011e-02 6.25364015e-02 6.26657351e-02
 5.36378961e-02 5.52802519e-02 6.02126961e-02 5.44826138e-02
 4.86411524e-02 5.04713662e-02 5.76780884e-02 4.87259878e-02
 9.64908059e-01 9.57458815e-01 9.85338762e-01 9.58320742e-01
 9.34322235e-01 9.57458815e-01 9.73913511e-01 9.58320742e-01
 8.79413416e-01 8.98507320e-01 9.67785450e-01 8.99015949e-01
 8.34999731e-01 8.44886310e-01 9.61184265e-01 8.39840647e-01]"
1563,../NEU-DET/validation/images\patches\patches_244.jpg,patches,244,[0.19318095 0.10713309 0.15572785 ... 0.23821095 0.10406797 0.21898711],"[1.71410050e+02 2.35741951e+02 1.54354874e+02 2.08156107e+02
 2.75911692e+02 2.35741951e+02 2.68587727e+02 2.08156107e+02
 3.79734745e+02 3.94863382e+02 3.58479974e+02 3.90761292e+02
 5.01792813e+02 5.01065682e+02 4.59282031e+02 5.21891753e+02
 9.88793970e+00 1.15759451e+01 9.35869347e+00 1.09465418e+01
 1.25337626e+01 1.15759451e+01 1.23896970e+01 1.09465418e+01
 1.47746939e+01 1.51187353e+01 1.43467602e+01 1.50421552e+01
 1.70021354e+01 1.71002763e+01 1.64315104e+01 1.74312892e+01
 1.10844478e-01 9.72241174e-02 1.17767217e-01 9.99036916e-02
 9.14183308e-02 9.72241174e-02 8.99656091e-02 9.99036916e-02
 7.77316923e-02 7.35444984e-02 7.89650624e-02 7.25501460e-02
 6.68643385e-02 6.56536377e-02 6.70993492e-02 6.52946002e-02
 1.75331433e-02 1.63608459e-02 1.79643409e-02 1.66894060e-02
 1.58573795e-02 1.63608459e-02 1.58549061e-02 1.66894060e-02
 1.46988813e-02 1.45836996e-02 1.48427742e-02 1.45290447e-02
 1.38099918e-02 1.37902443e-02 1.39158904e-02 1.36541512e-02
 9.54983780e-01 9.38173505e-01 9.59557239e-01 9.45408140e-01
 9.27504171e-01 9.38173505e-01 9.29746558e-01 9.45408140e-01
 8.99996273e-01 8.96632597e-01 9.06577293e-01 8.97705253e-01
 8.67622815e-01 8.69317768e-01 8.81396603e-01 8.63860959e-01]"
849,../NEU-DET/train/images\pitted_surface\pitted_surface_215.jpg,pitted,215,[0.18679433 0.22674768 0.10396004 ... 0.11240526 0.10218193 0.12873771],"[3.68937186e+01 5.51602485e+01 2.45775126e+01 4.61970405e+01
 8.40024747e+01 5.51602485e+01 6.25330808e+01 4.61970405e+01
 1.27268878e+02 1.32108197e+02 1.12797781e+02 1.25776598e+02
 1.36776979e+02 1.52326363e+02 1.65112865e+02 1.71288740e+02
 4.41261307e+00 5.38337416e+00 3.66369347e+00 4.96702103e+00
 6.54277778e+00 5.38337416e+00 5.81439394e+00 4.96702103e+00
 8.05428571e+00 8.23435286e+00 7.88022959e+00 8.25597155e+00
 8.46125000e+00 9.11220640e+00 9.80255208e+00 1.00050218e+01
 2.34716953e-01 2.01379668e-01 2.62862384e-01 2.11268043e-01
 1.74193507e-01 2.01379668e-01 1.82759057e-01 2.11268043e-01
 1.43543174e-01 1.40935416e-01 1.35201796e-01 1.34641247e-01
 1.32450322e-01 1.20625678e-01 1.00905543e-01 1.03154876e-01
 2.47117929e-02 2.23728304e-02 2.65249948e-02 2.30987492e-02
 2.06050626e-02 2.23728304e-02 2.12834449e-02 2.30987492e-02
 1.88194604e-02 1.83510182e-02 1.84071546e-02 1.81453828e-02
 1.82438092e-02 1.73458819e-02 1.66201540e-02 1.65001701e-02
 9.90016966e-01 9.84986520e-01 9.93313442e-01 9.87427064e-01
 9.77260640e-01 9.84986520e-01 9.82892559e-01 9.87427064e-01
 9.65519826e-01 9.63604969e-01 9.68801562e-01 9.65369633e-01
 9.62841855e-01 9.57196746e-01 9.53293476e-01 9.51975622e-01]"
