,filepath,type,id
807,../NEU-DET/train/images\pitted_surface\pitted_surface_178.jpg,pitted,178
808,../NEU-DET/train/images\pitted_surface\pitted_surface_179.jpg,pitted,179
809,../NEU-DET/train/images\pitted_surface\pitted_surface_18.jpg,pitted,18
810,../NEU-DET/train/images\pitted_surface\pitted_surface_180.jpg,pitted,180
811,../NEU-DET/train/images\pitted_surface\pitted_surface_181.jpg,pitted,181
812,../NEU-DET/train/images\pitted_surface\pitted_surface_182.jpg,pitted,182
813,../NEU-DET/train/images\pitted_surface\pitted_surface_183.jpg,pitted,183
814,../NEU-DET/train/images\pitted_surface\pitted_surface_184.jpg,pitted,184
815,../NEU-DET/train/images\pitted_surface\pitted_surface_185.jpg,pitted,185
816,../NEU-DET/train/images\pitted_surface\pitted_surface_186.jpg,pitted,186
817,../NEU-DET/train/images\pitted_surface\pitted_surface_187.jpg,pitted,187
818,../NEU-DET/train/images\pitted_surface\pitted_surface_188.jpg,pitted,188
819,../NEU-DET/train/images\pitted_surface\pitted_surface_189.jpg,pitted,189
820,../NEU-DET/train/images\pitted_surface\pitted_surface_19.jpg,pitted,19
821,../NEU-DET/train/images\pitted_surface\pitted_surface_190.jpg,pitted,190
822,../NEU-DET/train/images\pitted_surface\pitted_surface_191.jpg,pitted,191
823,../NEU-DET/train/images\pitted_surface\pitted_surface_192.jpg,pitted,192
824,../NEU-DET/train/images\pitted_surface\pitted_surface_193.jpg,pitted,193
825,../NEU-DET/train/images\pitted_surface\pitted_surface_194.jpg,pitted,194
826,../NEU-DET/train/images\pitted_surface\pitted_surface_195.jpg,pitted,195
827,../NEU-DET/train/images\pitted_surface\pitted_surface_196.jpg,pitted,196
828,../NEU-DET/train/images\pitted_surface\pitted_surface_197.jpg,pitted,197
829,../NEU-DET/train/images\pitted_surface\pitted_surface_198.jpg,pitted,198
830,../NEU-DET/train/images\pitted_surface\pitted_surface_199.jpg,pitted,199
831,../NEU-DET/train/images\pitted_surface\pitted_surface_2.jpg,pitted,2
832,../NEU-DET/train/images\pitted_surface\pitted_surface_20.jpg,pitted,20
833,../NEU-DET/train/images\pitted_surface\pitted_surface_200.jpg,pitted,200
834,../NEU-DET/train/images\pitted_surface\pitted_surface_201.jpg,pitted,201
835,../NEU-DET/train/images\pitted_surface\pitted_surface_202.jpg,pitted,202
836,../NEU-DET/train/images\pitted_surface\pitted_surface_203.jpg,pitted,203
837,../NEU-DET/train/images\pitted_surface\pitted_surface_204.jpg,pitted,204
838,../NEU-DET/train/images\pitted_surface\pitted_surface_205.jpg,pitted,205
839,../NEU-DET/train/images\pitted_surface\pitted_surface_206.jpg,pitted,206
840,../NEU-DET/train/images\pitted_surface\pitted_surface_207.jpg,pitted,207
841,../NEU-DET/train/images\pitted_surface\pitted_surface_208.jpg,pitted,208
842,../NEU-DET/train/images\pitted_surface\pitted_surface_209.jpg,pitted,209
843,../NEU-DET/train/images\pitted_surface\pitted_surface_21.jpg,pitted,21
844,../NEU-DET/train/images\pitted_surface\pitted_surface_210.jpg,pitted,210
845,../NEU-DET/train/images\pitted_surface\pitted_surface_211.jpg,pitted,211
846,../NEU-DET/train/images\pitted_surface\pitted_surface_212.jpg,pitted,212
847,../NEU-DET/train/images\pitted_surface\pitted_surface_213.jpg,pitted,213
848,../NEU-DET/train/images\pitted_surface\pitted_surface_214.jpg,pitted,214
849,../NEU-DET/train/images\pitted_surface\pitted_surface_215.jpg,pitted,215
850,../NEU-DET/train/images\pitted_surface\pitted_surface_216.jpg,pitted,216
851,../NEU-DET/train/images\pitted_surface\pitted_surface_217.jpg,pitted,217
852,../NEU-DET/train/images\pitted_surface\pitted_surface_218.jpg,pitted,218
853,../NEU-DET/train/images\pitted_surface\pitted_surface_219.jpg,pitted,219
854,../NEU-DET/train/images\pitted_surface\pitted_surface_22.jpg,pitted,22
855,../NEU-DET/train/images\pitted_surface\pitted_surface_220.jpg,pitted,220
856,../NEU-DET/train/images\pitted_surface\pitted_surface_221.jpg,pitted,221
857,../NEU-DET/train/images\pitted_surface\pitted_surface_222.jpg,pitted,222
858,../NEU-DET/train/images\pitted_surface\pitted_surface_223.jpg,pitted,223
859,../NEU-DET/train/images\pitted_surface\pitted_surface_224.jpg,pitted,224
860,../NEU-DET/train/images\pitted_surface\pitted_surface_225.jpg,pitted,225
861,../NEU-DET/train/images\pitted_surface\pitted_surface_226.jpg,pitted,226
862,../NEU-DET/train/images\pitted_surface\pitted_surface_227.jpg,pitted,227
863,../NEU-DET/train/images\pitted_surface\pitted_surface_228.jpg,pitted,228
864,../NEU-DET/train/images\pitted_surface\pitted_surface_229.jpg,pitted,229
865,../NEU-DET/train/images\pitted_surface\pitted_surface_23.jpg,pitted,23
866,../NEU-DET/train/images\pitted_surface\pitted_surface_230.jpg,pitted,230
867,../NEU-DET/train/images\pitted_surface\pitted_surface_231.jpg,pitted,231
868,../NEU-DET/train/images\pitted_surface\pitted_surface_232.jpg,pitted,232
869,../NEU-DET/train/images\pitted_surface\pitted_surface_233.jpg,pitted,233
870,../NEU-DET/train/images\pitted_surface\pitted_surface_234.jpg,pitted,234
871,../NEU-DET/train/images\pitted_surface\pitted_surface_235.jpg,pitted,235
872,../NEU-DET/train/images\pitted_surface\pitted_surface_236.jpg,pitted,236
873,../NEU-DET/train/images\pitted_surface\pitted_surface_237.jpg,pitted,237
874,../NEU-DET/train/images\pitted_surface\pitted_surface_238.jpg,pitted,238
875,../NEU-DET/train/images\pitted_surface\pitted_surface_239.jpg,pitted,239
876,../NEU-DET/train/images\pitted_surface\pitted_surface_24.jpg,pitted,24
877,../NEU-DET/train/images\pitted_surface\pitted_surface_240.jpg,pitted,240
878,../NEU-DET/train/images\pitted_surface\pitted_surface_25.jpg,pitted,25
879,../NEU-DET/train/images\pitted_surface\pitted_surface_26.jpg,pitted,26
880,../NEU-DET/train/images\pitted_surface\pitted_surface_27.jpg,pitted,27
881,../NEU-DET/train/images\pitted_surface\pitted_surface_28.jpg,pitted,28
882,../NEU-DET/train/images\pitted_surface\pitted_surface_29.jpg,pitted,29
883,../NEU-DET/train/images\pitted_surface\pitted_surface_3.jpg,pitted,3
884,../NEU-DET/train/images\pitted_surface\pitted_surface_30.jpg,pitted,30
885,../NEU-DET/train/images\pitted_surface\pitted_surface_31.jpg,pitted,31
886,../NEU-DET/train/images\pitted_surface\pitted_surface_32.jpg,pitted,32
887,../NEU-DET/train/images\pitted_surface\pitted_surface_33.jpg,pitted,33
888,../NEU-DET/train/images\pitted_surface\pitted_surface_34.jpg,pitted,34
889,../NEU-DET/train/images\pitted_surface\pitted_surface_35.jpg,pitted,35
890,../NEU-DET/train/images\pitted_surface\pitted_surface_36.jpg,pitted,36
891,../NEU-DET/train/images\pitted_surface\pitted_surface_37.jpg,pitted,37
892,../NEU-DET/train/images\pitted_surface\pitted_surface_38.jpg,pitted,38
893,../NEU-DET/train/images\pitted_surface\pitted_surface_39.jpg,pitted,39
894,../NEU-DET/train/images\pitted_surface\pitted_surface_4.jpg,pitted,4
895,../NEU-DET/train/images\pitted_surface\pitted_surface_40.jpg,pitted,40
896,../NEU-DET/train/images\pitted_surface\pitted_surface_41.jpg,pitted,41
897,../NEU-DET/train/images\pitted_surface\pitted_surface_42.jpg,pitted,42
898,../NEU-DET/train/images\pitted_surface\pitted_surface_43.jpg,pitted,43
899,../NEU-DET/train/images\pitted_surface\pitted_surface_44.jpg,pitted,44
900,../NEU-DET/train/images\pitted_surface\pitted_surface_45.jpg,pitted,45
901,../NEU-DET/train/images\pitted_surface\pitted_surface_46.jpg,pitted,46
902,../NEU-DET/train/images\pitted_surface\pitted_surface_47.jpg,pitted,47
903,../NEU-DET/train/images\pitted_surface\pitted_surface_48.jpg,pitted,48
904,../NEU-DET/train/images\pitted_surface\pitted_surface_49.jpg,pitted,49
905,../NEU-DET/train/images\pitted_surface\pitted_surface_5.jpg,pitted,5
906,../NEU-DET/train/images\pitted_surface\pitted_surface_50.jpg,pitted,50
907,../NEU-DET/train/images\pitted_surface\pitted_surface_51.jpg,pitted,51
908,../NEU-DET/train/images\pitted_surface\pitted_surface_52.jpg,pitted,52
909,../NEU-DET/train/images\pitted_surface\pitted_surface_53.jpg,pitted,53
910,../NEU-DET/train/images\pitted_surface\pitted_surface_54.jpg,pitted,54
911,../NEU-DET/train/images\pitted_surface\pitted_surface_55.jpg,pitted,55
912,../NEU-DET/train/images\pitted_surface\pitted_surface_56.jpg,pitted,56
913,../NEU-DET/train/images\pitted_surface\pitted_surface_57.jpg,pitted,57
914,../NEU-DET/train/images\pitted_surface\pitted_surface_58.jpg,pitted,58
915,../NEU-DET/train/images\pitted_surface\pitted_surface_59.jpg,pitted,59
916,../NEU-DET/train/images\pitted_surface\pitted_surface_6.jpg,pitted,6
917,../NEU-DET/train/images\pitted_surface\pitted_surface_60.jpg,pitted,60
918,../NEU-DET/train/images\pitted_surface\pitted_surface_61.jpg,pitted,61
919,../NEU-DET/train/images\pitted_surface\pitted_surface_62.jpg,pitted,62
920,../NEU-DET/train/images\pitted_surface\pitted_surface_63.jpg,pitted,63
921,../NEU-DET/train/images\pitted_surface\pitted_surface_64.jpg,pitted,64
922,../NEU-DET/train/images\pitted_surface\pitted_surface_65.jpg,pitted,65
923,../NEU-DET/train/images\pitted_surface\pitted_surface_66.jpg,pitted,66
924,../NEU-DET/train/images\pitted_surface\pitted_surface_67.jpg,pitted,67
925,../NEU-DET/train/images\pitted_surface\pitted_surface_68.jpg,pitted,68
926,../NEU-DET/train/images\pitted_surface\pitted_surface_69.jpg,pitted,69
927,../NEU-DET/train/images\pitted_surface\pitted_surface_7.jpg,pitted,7
928,../NEU-DET/train/images\pitted_surface\pitted_surface_70.jpg,pitted,70
929,../NEU-DET/train/images\pitted_surface\pitted_surface_71.jpg,pitted,71
930,../NEU-DET/train/images\pitted_surface\pitted_surface_72.jpg,pitted,72
931,../NEU-DET/train/images\pitted_surface\pitted_surface_73.jpg,pitted,73
932,../NEU-DET/train/images\pitted_surface\pitted_surface_74.jpg,pitted,74
933,../NEU-DET/train/images\pitted_surface\pitted_surface_75.jpg,pitted,75
934,../NEU-DET/train/images\pitted_surface\pitted_surface_76.jpg,pitted,76
935,../NEU-DET/train/images\pitted_surface\pitted_surface_77.jpg,pitted,77
936,../NEU-DET/train/images\pitted_surface\pitted_surface_78.jpg,pitted,78
937,../NEU-DET/train/images\pitted_surface\pitted_surface_79.jpg,pitted,79
938,../NEU-DET/train/images\pitted_surface\pitted_surface_8.jpg,pitted,8
939,../NEU-DET/train/images\pitted_surface\pitted_surface_80.jpg,pitted,80
940,../NEU-DET/train/images\pitted_surface\pitted_surface_81.jpg,pitted,81
941,../NEU-DET/train/images\pitted_surface\pitted_surface_82.jpg,pitted,82
942,../NEU-DET/train/images\pitted_surface\pitted_surface_83.jpg,pitted,83
943,../NEU-DET/train/images\pitted_surface\pitted_surface_84.jpg,pitted,84
944,../NEU-DET/train/images\pitted_surface\pitted_surface_85.jpg,pitted,85
945,../NEU-DET/train/images\pitted_surface\pitted_surface_86.jpg,pitted,86
946,../NEU-DET/train/images\pitted_surface\pitted_surface_87.jpg,pitted,87
947,../NEU-DET/train/images\pitted_surface\pitted_surface_88.jpg,pitted,88
948,../NEU-DET/train/images\pitted_surface\pitted_surface_89.jpg,pitted,89
949,../NEU-DET/train/images\pitted_surface\pitted_surface_9.jpg,pitted,9
950,../NEU-DET/train/images\pitted_surface\pitted_surface_90.jpg,pitted,90
951,../NEU-DET/train/images\pitted_surface\pitted_surface_91.jpg,pitted,91
952,../NEU-DET/train/images\pitted_surface\pitted_surface_92.jpg,pitted,92
953,../NEU-DET/train/images\pitted_surface\pitted_surface_93.jpg,pitted,93
954,../NEU-DET/train/images\pitted_surface\pitted_surface_94.jpg,pitted,94
955,../NEU-DET/train/images\pitted_surface\pitted_surface_95.jpg,pitted,95
956,../NEU-DET/train/images\pitted_surface\pitted_surface_96.jpg,pitted,96
957,../NEU-DET/train/images\pitted_surface\pitted_surface_97.jpg,pitted,97
958,../NEU-DET/train/images\pitted_surface\pitted_surface_98.jpg,pitted,98
959,../NEU-DET/train/images\pitted_surface\pitted_surface_99.jpg,pitted,99
960,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_1.jpg,rolled-in,1
961,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_10.jpg,rolled-in,10
962,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_100.jpg,rolled-in,100
963,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_101.jpg,rolled-in,101
964,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_102.jpg,rolled-in,102
965,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_103.jpg,rolled-in,103
966,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_104.jpg,rolled-in,104
967,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_105.jpg,rolled-in,105
968,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_106.jpg,rolled-in,106
969,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_107.jpg,rolled-in,107
970,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_108.jpg,rolled-in,108
971,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_109.jpg,rolled-in,109
972,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_11.jpg,rolled-in,11
973,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_110.jpg,rolled-in,110
974,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_111.jpg,rolled-in,111
975,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_112.jpg,rolled-in,112
976,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_113.jpg,rolled-in,113
977,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_114.jpg,rolled-in,114
978,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_115.jpg,rolled-in,115
979,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_116.jpg,rolled-in,116
980,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_117.jpg,rolled-in,117
981,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_118.jpg,rolled-in,118
982,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_119.jpg,rolled-in,119
983,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_12.jpg,rolled-in,12
984,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_120.jpg,rolled-in,120
985,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_121.jpg,rolled-in,121
986,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_122.jpg,rolled-in,122
987,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_123.jpg,rolled-in,123
988,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_124.jpg,rolled-in,124
989,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_125.jpg,rolled-in,125
990,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_126.jpg,rolled-in,126
991,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_127.jpg,rolled-in,127
992,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_128.jpg,rolled-in,128
993,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_129.jpg,rolled-in,129
994,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_13.jpg,rolled-in,13
995,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_130.jpg,rolled-in,130
996,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_131.jpg,rolled-in,131
997,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_132.jpg,rolled-in,132
998,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_133.jpg,rolled-in,133
999,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_134.jpg,rolled-in,134
1000,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_135.jpg,rolled-in,135
1001,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_136.jpg,rolled-in,136
1002,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_137.jpg,rolled-in,137
1003,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_138.jpg,rolled-in,138
1004,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_139.jpg,rolled-in,139
1005,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_14.jpg,rolled-in,14
1006,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_140.jpg,rolled-in,140
1007,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_141.jpg,rolled-in,141
1008,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_142.jpg,rolled-in,142
1009,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_143.jpg,rolled-in,143
1010,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_144.jpg,rolled-in,144
1011,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_145.jpg,rolled-in,145
1012,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_146.jpg,rolled-in,146
1013,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_147.jpg,rolled-in,147
1014,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_148.jpg,rolled-in,148
1015,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_149.jpg,rolled-in,149
1016,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_15.jpg,rolled-in,15
1017,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_150.jpg,rolled-in,150
1018,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_151.jpg,rolled-in,151
1019,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_152.jpg,rolled-in,152
1020,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_153.jpg,rolled-in,153
1021,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_154.jpg,rolled-in,154
1022,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_155.jpg,rolled-in,155
1023,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_156.jpg,rolled-in,156
1024,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_157.jpg,rolled-in,157
1025,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_158.jpg,rolled-in,158
1026,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_159.jpg,rolled-in,159
1027,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_16.jpg,rolled-in,16
1028,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_160.jpg,rolled-in,160
1029,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_161.jpg,rolled-in,161
1030,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_162.jpg,rolled-in,162
1031,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_163.jpg,rolled-in,163
1032,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_164.jpg,rolled-in,164
1033,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_165.jpg,rolled-in,165
1034,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_166.jpg,rolled-in,166
1035,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_167.jpg,rolled-in,167
1036,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_168.jpg,rolled-in,168
1037,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_169.jpg,rolled-in,169
1038,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_17.jpg,rolled-in,17
1039,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_170.jpg,rolled-in,170
1040,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_171.jpg,rolled-in,171
1041,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_172.jpg,rolled-in,172
1042,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_173.jpg,rolled-in,173
1043,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_174.jpg,rolled-in,174
1044,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_175.jpg,rolled-in,175
1045,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_176.jpg,rolled-in,176
1046,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_177.jpg,rolled-in,177
1047,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_178.jpg,rolled-in,178
1048,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_179.jpg,rolled-in,179
1049,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_18.jpg,rolled-in,18
1050,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_180.jpg,rolled-in,180
1051,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_181.jpg,rolled-in,181
1052,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_182.jpg,rolled-in,182
1053,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_183.jpg,rolled-in,183
1054,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_184.jpg,rolled-in,184
1055,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_185.jpg,rolled-in,185
1056,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_186.jpg,rolled-in,186
1057,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_187.jpg,rolled-in,187
1058,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_188.jpg,rolled-in,188
1059,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_189.jpg,rolled-in,189
1060,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_19.jpg,rolled-in,19
1061,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_190.jpg,rolled-in,190
1062,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_191.jpg,rolled-in,191
1063,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_192.jpg,rolled-in,192
1064,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_193.jpg,rolled-in,193
1065,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_194.jpg,rolled-in,194
1066,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_195.jpg,rolled-in,195
1067,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_196.jpg,rolled-in,196
1068,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_197.jpg,rolled-in,197
1069,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_198.jpg,rolled-in,198
1070,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_199.jpg,rolled-in,199
1071,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_2.jpg,rolled-in,2
1072,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_20.jpg,rolled-in,20
1073,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_200.jpg,rolled-in,200
1074,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_201.jpg,rolled-in,201
1075,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_202.jpg,rolled-in,202
1076,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_203.jpg,rolled-in,203
1077,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_204.jpg,rolled-in,204
1078,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_205.jpg,rolled-in,205
1079,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_206.jpg,rolled-in,206
1080,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_207.jpg,rolled-in,207
1081,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_208.jpg,rolled-in,208
1082,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_209.jpg,rolled-in,209
1083,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_21.jpg,rolled-in,21
1084,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_210.jpg,rolled-in,210
1085,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_211.jpg,rolled-in,211
1086,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_212.jpg,rolled-in,212
1087,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_213.jpg,rolled-in,213
1088,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_214.jpg,rolled-in,214
1089,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_215.jpg,rolled-in,215
1090,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_216.jpg,rolled-in,216
1091,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_217.jpg,rolled-in,217
1092,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_218.jpg,rolled-in,218
1093,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_219.jpg,rolled-in,219
1094,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_22.jpg,rolled-in,22
1095,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_220.jpg,rolled-in,220
1096,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_221.jpg,rolled-in,221
1097,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_222.jpg,rolled-in,222
1098,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_223.jpg,rolled-in,223
1099,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_224.jpg,rolled-in,224
1100,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_225.jpg,rolled-in,225
1101,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_226.jpg,rolled-in,226
1102,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_227.jpg,rolled-in,227
1103,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_228.jpg,rolled-in,228
1104,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_229.jpg,rolled-in,229
1105,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_23.jpg,rolled-in,23
1106,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_230.jpg,rolled-in,230
1107,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_231.jpg,rolled-in,231
1108,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_232.jpg,rolled-in,232
1109,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_233.jpg,rolled-in,233
1110,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_234.jpg,rolled-in,234
1111,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_235.jpg,rolled-in,235
1112,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_236.jpg,rolled-in,236
1113,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_237.jpg,rolled-in,237
1114,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_238.jpg,rolled-in,238
1115,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_239.jpg,rolled-in,239
1116,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_24.jpg,rolled-in,24
1117,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_240.jpg,rolled-in,240
1118,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_25.jpg,rolled-in,25
1119,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_26.jpg,rolled-in,26
1120,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_27.jpg,rolled-in,27
1121,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_28.jpg,rolled-in,28
1122,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_29.jpg,rolled-in,29
1123,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_3.jpg,rolled-in,3
1124,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_30.jpg,rolled-in,30
1125,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_31.jpg,rolled-in,31
1126,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_32.jpg,rolled-in,32
1127,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_33.jpg,rolled-in,33
